\fixlen = T
|set|TIME       |ndiv_PDCSAP_FLUX|
|int|double     |double          |
 2   318.9898939 0.998203028354   
 2   319.0103265 0.998757061993   
 2   319.0307591 0.997757997494   
 2   319.0511917 0.998317562109   
 2   319.0716241 0.99880335201    
 2   319.0920568 0.998684989118   
 2   319.1124893 0.999295864174   
 2   319.1329217 0.998497786844   
 2   319.1533543 0.998230598144   
 2   319.1737869 0.998238852062   
 2   319.1942194 0.998904356146   
 2   319.2146519 0.998823433708   
 2   319.2350846 0.997926734816   
 2   319.2555170 0.998454134677   
 2   319.2759496 0.999404781861   
 2   319.2963822 0.998651718168   
 2   319.3168146 0.997952772951   
 2   319.3372472 0.998888529045   
 2   319.3576797 0.998133423145   
 2   319.3781124 0.99787916842    
 2   319.3985448 0.998335005957   
 2   319.4189774 0.99804339587    
 2   319.4394100 0.998572752845   
 2   319.4598425 0.998563648007   
 2   319.4802750 0.99838989026    
 2   319.5007075 0.997144484587   
 2   319.5211401 0.998653164731   
 2   319.5415726 0.998037779801   
 2   319.5620052 0.998432946783   
 2   319.5824377 0.998795183183   
 2   319.6028703 0.998255274807   
 2   319.6233027 0.998328879337   
 2   319.6437354 0.998241319728   
 2   319.6641679 0.99817392691    
 2   319.6846003 0.997853045194   
 2   319.7050330 0.997863426411   
 2   319.7254655 0.997573262886   
 2   319.7458980 0.998806585504   
 2   319.7663306 0.998332112831   
 2   319.7867632 0.997618021248   
 2   319.8071956 0.997837813736   
 2   319.8276282 0.997318242334   
 2   319.8480608 0.998087048036   
 2   319.8684932 0.998754083775   
 2   319.8889258 0.997688307193   
 2   319.9093584 0.998543736493   
 2   319.9297910 0.997944093573   
 2   319.9502234 0.997423415975   
 2   319.9706561 0.997960346134   
 2   319.9910886 0.996977023644   
 2   320.0115211 0.9982479569     
 2   320.0319536 0.997683116584   
 2   320.0523862 0.997390825761   
 2   320.0728187 0.99811087378    
 2   320.0932512 0.99773638414    
 2   320.1136839 0.999339941801   
 2   320.1341163 0.997662269058   
 2   320.1545489 0.998881040954   
 2   320.1749815 0.997724301085   
 2   320.1954141 0.997996254933   
 2   320.2158465 0.998122956836   
 2   320.2362791 0.99796502619    
 2   320.2567117 0.997847854585   
 2   320.2771441 0.997730597888   
 2   320.3180093 0.997913715749   
 2   320.3384418 0.997762847735   
 2   320.3588743 0.998091898277   
 2   320.3793070 0.99745209196    
 2   320.3997394 0.997818157497   
 2   320.4201720 0.99827773908    
 2   320.4406046 0.997724471268   
 2   320.4610370 0.997775951894   
 2   320.4814696 0.997769314722   
 2   320.5019021 0.998305904513   
 2   320.5223347 0.997745914438   
 2   320.5427672 0.998718515343   
 2   320.5631998 0.998585176269   
 2   320.5836323 0.998023909815   
 2   320.6040649 0.99819800793    
 2   320.6244973 0.997737064876   
 2   320.6449300 0.998378232664   
 2   320.6653625 0.997178095904   
 2   320.6857949 0.997517612756   
 2   320.7062275 0.997751785782   
 2   320.7266601 0.997399420047   
 2   320.7470926 0.998014634793   
 2   320.7675251 0.998523399518   
 2   320.7879578 0.998372446412   
 2   320.8083903 0.998536078218   
 2   320.8288228 0.997712813672   
 2   320.8492554 0.998401462765   
 2   320.8696880 0.997928096287   
 2   320.8901204 0.997981363843   
 2   320.9105529 0.998081687244   
 2   320.9309856 0.997906227658   
 2   320.9514180 0.997324794414   
 2   320.9718506 0.997495573943   
 2   320.9922832 0.997890826016   
 2   321.0127157 0.997796288868   
 2   321.0331482 0.998017527919   
 2   321.0535809 0.997563647497   
 2   321.0740134 0.998105427896   
 2   321.0944459 0.998289226492   
 2   321.1148784 0.997716983177   
 2   321.1353111 0.997043225175   
 2   321.1557435 0.997907674221   
 2   321.1761760 0.998033695388   
 2   321.1966087 0.997419076286   
 2   321.2170411 0.997133252451   
 2   321.2374737 0.997293310395   
 2   321.2579063 0.998146952764   
 2   321.2783388 0.998540758275   
 2   321.2987713 0.998557776663   
 2   321.3192040 0.997753657805   
 2   321.3396364 0.997652738761   
 2   321.3600690 0.998079730129   
 2   321.3805015 0.997376360131   
 2   321.4009342 0.997806840269   
 2   321.4213666 0.998753232856   
 2   321.4417991 0.998078623934   
 2   323.5463542 1.00227867713    
 2   323.5667867 1.00016712058    
 2   323.5872192 1.00139133836    
 2   323.6076518 1.00116916329    
 2   323.6280844 1.00109377183    
 2   323.6485168 1.00112755333    
 2   323.6689495 1.00077739999    
 2   323.6893820 1.00114593319    
 2   323.7098145 1.00114414626    
 2   323.7302471 1.00054475862    
 2   323.7506797 0.999727365416   
 2   323.7711121 1.00064218889    
 2   323.7915447 1.00080454432    
 2   323.8119773 1.00076421074    
 2   323.8324099 1.00067656604    
 2   323.8528423 1.00030565026    
 2   323.8732750 1.00055360818    
 2   323.9141400 1.0001372533     
 2   323.9345726 1.00018881902    
 2   323.9550052 0.999331517698   
 2   323.9754376 1.00052110306    
 2   323.9958703 1.0001711199     
 2   324.0163028 1.0007287274     
 2   324.0367353 1.0000802417     
 2   324.0571678 0.999921034677   
 2   324.0776005 1.00044018062    
 2   324.0980329 1.00028914242    
 2   324.1184655 1.00024438406    
 2   324.1388981 1.00054790702    
 2   324.1593307 0.998919247236   
 2   324.1797631 0.999820115633   
 2   324.2001958 0.999091898788   
 2   324.2206283 1.00039695391    
 2   324.2410608 0.999159972342   
 2   324.2614934 0.999247446859   
 2   324.2819260 0.999960176971   
 2   324.3023585 0.998471748709   
 2   324.3227910 0.999717835118   
 2   324.3432237 0.999154866825   
 2   324.3636561 0.998477790237   
 2   324.3840887 0.999048501897   
 2   324.4045213 0.999441626672   
 2   324.4249538 0.999653250334   
 2   324.4658189 0.999255445501   
 2   324.4862514 0.999982556152   
 2   324.5066840 0.999256296421   
 2   324.5271165 0.999002977707   
 2   324.5475491 0.999622787418   
 2   324.5679816 0.99939074169    
 2   324.5884141 0.999750510424   
 2   324.6088467 0.999736385162   
 2   324.6292793 0.999690350421   
 2   324.6497117 0.99943235165    
 2   324.6701444 0.998374403527   
 2   324.6905769 1.00016626966    
 2   324.7110095 0.999502382319   
 2   324.7314420 0.999582794205   
 2   324.7518746 0.999370745084   
 2   324.7723071 0.998850833314   
 2   324.7927396 0.998614703173   
 2   324.8131722 0.999582964389   
 2   324.8336048 0.998660057178   
 2   324.8540373 0.999299523128   
 2   324.8744699 0.999333474813   
 2   324.8949025 0.99842886237    
 2   324.9153349 0.998854832635   
 2   324.9357676 0.999270676959   
 2   324.9562001 0.998814839422   
 2   324.9766326 0.99302688548    
 2   324.9970652 0.988068492887   
 2   325.0174978 0.987614952833   
 2   325.0379303 0.994932179169   
 2   325.0583628 0.998237830959   
 2   325.0787954 0.998531908713   
 2   325.0992280 0.998960431736   
 2   325.1196604 0.997897037728   
 2   325.1400931 0.998598450612   
 2   325.1605257 0.998360788816   
 2   325.1809581 0.998781483381   
 2   325.2013908 0.999390401323   
 2   325.2218233 0.999261912489   
 2   325.2422558 0.999144825976   
 2   325.2626883 0.999033695899   
 2   325.2831210 0.998782419392   
 2   325.3035535 0.999885891705   
 2   325.3239860 0.999143549597   
 2   325.3444186 0.999017613522   
 2   325.3648512 0.999166098962   
 2   325.3852836 0.998523739886   
 2   325.4057163 0.998845472522   
 2   325.4261488 1.00008058207    
 2   325.4465813 0.999449114763   
 2   325.4670140 0.999650867759   
 2   325.4874464 1.00063231823    
 2   325.5078790 0.998602194657   
 2   325.5283114 0.998892953826   
 2   325.5487441 0.999449625315   
 2   325.5691766 0.9998996766     
 2   325.5896092 0.998858066129   
 2   325.6100417 0.999127552312   
 2   325.6304743 0.998797735942   
 2   325.6509068 0.998972089332   
 2   325.6713394 0.99937278729    
 2   325.6917720 0.998141421788   
 2   325.7122045 0.999119468577   
 2   325.7326370 0.99893081974    
 2   325.7530696 0.998919162144   
 2   325.7735022 0.99925978519    
 2   325.7939346 0.999452433349   
 2   325.8143673 1.00008228391    
 2   325.8347998 1.00030888375    
 2   325.8552323 0.99938461507    
 2   325.8756650 0.999269655856   
 2   325.8960975 1.00024242694    
 2   325.9165301 0.998367766355   
 2   325.9369625 0.999347940443   
 2   325.9573952 0.999530717936   
 2   325.9778277 0.99964082691    
 2   325.9982602 0.999755615941   
 2   326.0186928 0.99969647704    
 2   326.0391254 1.00019230779    
 2   326.0595579 0.999896358014   
 2   326.0799905 0.999294587795   
 2   326.1004231 0.99950944495    
 2   326.1208555 1.00045005128    
 2   326.1412882 1.00004680057    
 2   326.1617207 1.00020336974    
 2   326.1821533 0.999411844492   
 2   326.2025857 1.00020124244    
 2   326.2230184 1.00030760737    
 2   326.2434510 1.000366491      
 2   326.2638834 1.00025289325    
 2   326.2843161 0.999761572377   
 2   326.3047486 0.999635551209   
 2   326.3251811 0.999725323209   
 2   326.3456137 1.00033985722    
 2   326.3660463 0.999733917495   
 2   326.3864788 1.0000031484     
 2   326.4069113 1.00086921419    
 2   326.4273440 1.00039746446    
 2   326.4477764 0.999952773972   
 2   326.4682090 1.00015248476    
 2   326.4886415 1.00038282865    
 2   326.5090741 1.00055241689    
 2   326.5295067 1.00016235543    
 2   326.5499393 1.00005301228    
 2   326.5703718 1.00009070801    
 2   326.5908043 1.00088019106    
 2   326.6112368 1.00055496965    
 2   326.6316694 1.00021715464    
 2   326.6521020 1.00065469741    
 2   326.6725345 1.00009743027    
 2   326.6929671 0.999753914102   
 2   326.7133997 0.999541864981   
 2   326.7338321 1.00020626287    
 2   326.7542648 0.999825476426   
 2   326.7746973 1.00046085796    
 2   326.7951299 1.00129858814    
 2   326.8155624 1.00192580085    
 2   326.8359950 1.00014491158    
 2   326.8564276 1.00057734883    
 2   326.8768600 0.999478471483   
 2   326.8972927 0.999875680672   
 2   326.9177253 0.99923740601    
 2   326.9381577 1.00059794108    
 2   326.9585904 0.99947481253    
 2   326.9790229 1.00033134802    
 2   326.9994554 0.999222429828   
 2   327.0198880 1.00002561267    
 2   327.0403206 1.0001319776     
 2   327.0607532 0.999817307599   
 2   327.0811856 1.00039661354    
 2   327.1016183 1.00031832896    
 2   327.1220508 1.00067528966    
 2   327.1424833 1.00018813829    
 2   327.1629160 0.999775357271   
 2   327.1833485 1.00045873066    
 2   327.2037810 1.00028437727    
 2   327.2242136 1.00081118149    
 2   327.2446462 0.999896783474   
 2   327.2650787 1.00019664748    
 2   327.2855112 1.00088461584    
 2   327.3059439 1.0001067053     
 2   327.3263763 0.999918141551   
 2   327.3468089 1.00084419716    
 2   327.3672416 1.00046111324    
 2   327.3876740 1.0010835608     
 2   327.4081066 1.00015776046    
 2   327.4489717 1.00068907455    
 2   327.4694043 1.00126361535    
 2   327.4898368 1.00058168852    
 2   327.5102694 1.00020600759    
 2   327.5307019 1.00021341059    
 2   327.5511344 1.00092452396    
 2   327.5715671 1.00039848557    
 2   327.5919996 0.999951582685   
 2   327.6124322 1.00028948279    
 2   327.6328647 0.999907675242   
 2   327.6532973 1.00036130039    
 2   327.6737299 1.00014669851    
 2   327.6941624 1.00081126658    
 2   327.7145950 1.00067988462    
 2   327.7350275 1.00037942497    
 2   327.7554600 1.00061589548    
 2   327.7758927 1.00071579342    
 2   327.7963252 1.00035304647    
 2   327.8167577 1.00123613065    
 2   327.8371903 1.0006769064     
 2   327.8576229 1.00028012268    
 2   327.8780554 1.00079118488    
 2   327.8984880 1.00051387024    
 2   327.9189206 1.0009906404     
 2   327.9393532 1.00055990498    
 2   327.9597856 1.00042996959    
 2   327.9802183 1.00054407788    
 2   328.0006508 1.00085202562    
 2   328.0210833 0.994019653175   
 2   328.0415160 0.989003057694   
 2   328.0619485 0.98995864021    
 2   328.0823810 0.997323688218   
 2   328.1028137 1.00111444917    
 2   328.1232462 1.00082386019    
 2   328.1436787 1.00119264867    
 2   328.1641112 1.00021094293    
 2   328.1845439 1.00063427534    
 2   328.2049764 1.00020447594    
 2   328.2254089 1.00090069821    
 2   328.2458416 1.00061478929    
 2   328.2662742 1.0003284549     
 2   328.2867066 0.999762338204   
 2   328.3071393 1.00026710361    
 2   328.3275718 0.999857130628   
 2   328.3480043 1.00125417014    
 2   328.3684369 1.00160202601    
 2   328.3888695 1.00052825078    
 2   328.4093020 0.999605088294   
 2   328.4297346 1.00147183533    
 2   328.4501671 1.00071341085    
 2   328.4705997 1.00057700846    
 2   328.4910322 1.0012789319     
 2   328.5114648 1.00081756339    
 2   328.5318974 1.00112627695    
 2   328.5523299 1.00096366625    
 2   328.5727625 1.00058211398    
 2   328.5931951 1.00122974876    
 2   328.6136276 1.00163750935    
 2   328.6340601 1.00034087832    
 2   328.6544928 1.00073323727    
 2   328.6749253 1.00046621875    
 2   328.6953578 0.999576582493   
 2   328.7157905 1.00038172245    
 2   328.7362230 0.999521187638   
 2   328.7566556 1.00092877855    
 2   328.7770881 1.00084300588    
 2   328.7975207 1.00158926221    
 2   328.8179533 1.00093371389    
 2   328.8383857 1.00154697152    
 2   328.8588184 1.00189746523    
 2   328.8792510 1.00080326794    
 2   328.8996834 1.00023042898    
 2   328.9201161 1.00017197082    
 2   328.9405487 1.00165639976    
 2   328.9609811 1.00069868994    
 2   328.9814138 1.00025646712    
 2   329.0018464 1.00036717173    
 2   329.0222788 1.00072353679    
 2   329.0427114 1.00032488104    
 2   329.0631441 1.00003386659    
 2   329.0835766 0.999902569726   
 2   329.1040091 1.0006801399     
 2   329.1244418 1.00059198465    
 2   329.1448743 1.000935671      
 2   329.1653068 1.00053029299    
 2   329.1857395 1.00032488104    
 2   329.2061720 1.00070779478    
 2   329.2266045 1.0002978218     
 2   329.2470371 1.00083058245    
 2   329.2674697 1.00189797578    
 2   329.2879022 1.00119681817    
 2   329.3083348 0.999984257991   
 2   329.3287674 1.00175076672    
 2   329.3491999 1.00108517755    
 2   329.3696325 1.00180369391    
 2   329.3900651 1.00104365268    
 2   329.4104976 1.00079373764    
 2   329.4309302 1.00044222283    
 2   329.4513628 1.00086121555    
 2   329.4717953 1.00031815877    
 2   329.4922279 1.00075272333    
 2   329.5126604 1.00019018049    
 2   329.5330930 1.00022736567    
 2   329.5535256 1.00101940147    
 2   329.5739580 1.00027050729    
 2   329.5943907 1.00107956148    
 2   329.6148233 1.00121970791    
 2   329.6352558 1.00009981285    
 2   329.6556884 1.0006632066     
 2   329.6761210 1.00077391122    
 2   329.6965535 1.00088870025    
 2   329.7169860 1.00049225689    
 2   329.7374187 1.00081492554    
 2   329.7578512 1.00073068451    
 2   329.7782837 1.00002186863    
 2   329.7987164 1.00077578324    
 2   329.8191490 1.00070592276    
 2   329.8395814 0.999940095272   
 2   329.8600141 1.00091695077    
 2   329.8804467 1.00104875819    
 2   329.9008791 1.00131679781    
 2   329.9213117 1.00110057919    
 2   329.9417444 1.00107437087    
 2   329.9621769 1.00137466033    
 2   329.9826094 1.00128488833    
 2   330.0030421 1.00042784229    
 2   330.0234746 1.00110551452    
 2   330.0439071 1.00038342429    
 2   330.0643398 1.00065299557    
 2   330.0847724 1.00109606931    
 2   330.1052048 1.00004765149    
 2   330.1256375 1.00035704579    
 2   330.1460701 1.0002429375     
 2   330.1665025 1.00056730798    
 2   330.1869351 1.00096434699    
 2   330.2073678 1.0003696394     
 2   330.2278002 1.00038904036    
 2   330.2482328 1.00044800908    
 2   330.2686655 1.00016337653    
 2   330.2890981 1.00101523197    
 2   330.3095305 1.00104075955    
 2   330.3299632 1.00073808751    
 2   330.3503958 1.00050816908    
 2   330.3708282 1.00069307387    
 2   330.3912608 1.00113640289    
 2   330.4116934 0.999345217501   
 2   330.4525585 1.00014508176    
 2   330.4729911 1.00105020476    
 2   330.4934237 1.00101097737    
 2   330.5138562 1.00080207665    
 2   330.5342888 1.00077595343    
 2   330.5547214 1.00054331205    
 2   330.5751540 1.00018039492    
 2   330.5955864 1.00159623975    
 2   330.6160191 1.00116618507    
 2   330.6364517 1.00089840073    
 2   330.6568841 1.0015650961     
